MonitoringLocation,SampleDate,Depth,Layer,Parameter,MeasureValue,Unit,Latitude,Longitude
ET3.1,10/18/2007,0.5,S ,SALINITY,3.15,PPT,39.36415,-75.88203
ET3.1,10/18/2007,0.5,S ,WTEMP,20.3,DEG C,39.36415,-75.88203
ET3.1,11/8/2007,0.5,S ,SALINITY,2.9,PPT,39.36415,-75.88203
ET3.1,11/8/2007,0.5,S ,WTEMP,11.3,DEG C,39.36415,-75.88203
ET3.1,12/19/2007,0.5,S ,SALINITY,1.49,PPT,39.36415,-75.88203
ET3.1,12/19/2007,0.5,S ,WTEMP,2.8,DEG C,39.36415,-75.88203
ET3.1,1/16/2008,0.5,S ,SALINITY,0.72,PPT,39.36415,-75.88203
ET3.1,1/16/2008,0.5,S ,WTEMP,4.2,DEG C,39.36415,-75.88203
ET3.1,2/11/2008,0.5,S ,SALINITY,0.33,PPT,39.36415,-75.88203
ET3.1,2/11/2008,0.5,S ,WTEMP,4.4,DEG C,39.36415,-75.88203
ET3.1,3/17/2008,0.5,S ,SALINITY,0.07,PPT,39.36415,-75.88203
ET3.1,3/17/2008,0.5,S ,WTEMP,10,DEG C,39.36415,-75.88203
ET3.1,4/17/2008,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,4/17/2008,0.5,S ,WTEMP,16.1,DEG C,39.36415,-75.88203
ET3.1,5/12/2008,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,5/12/2008,0.5,S ,WTEMP,17.2,DEG C,39.36415,-75.88203
ET3.1,6/10/2008,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,6/10/2008,0.5,S ,WTEMP,30.2,DEG C,39.36415,-75.88203
ET3.1,7/10/2008,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,7/10/2008,0.5,S ,WTEMP,28.4,DEG C,39.36415,-75.88203
ET3.1,8/14/2008,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,8/14/2008,0.5,S ,WTEMP,26.6,DEG C,39.36415,-75.88203
ET3.1,9/17/2008,0.5,S ,SALINITY,1.22,PPT,39.36415,-75.88203
ET3.1,9/17/2008,0.5,S ,WTEMP,24.5,DEG C,39.36415,-75.88203
ET3.1,10/22/2008,0.5,S ,SALINITY,3.36,PPT,39.36415,-75.88203
ET3.1,10/22/2008,0.5,S ,WTEMP,14.3,DEG C,39.36415,-75.88203
ET3.1,11/18/2008,0.5,S ,SALINITY,3.3,PPT,39.36415,-75.88203
ET3.1,11/18/2008,0.5,S ,WTEMP,9.6,DEG C,39.36415,-75.88203
ET3.1,12/16/2008,0.5,S ,SALINITY,2.31,PPT,39.36415,-75.88203
ET3.1,12/16/2008,0.5,S ,WTEMP,6.2,DEG C,39.36415,-75.88203
ET3.1,1/14/2009,0.5,S ,SALINITY,1.04,PPT,39.36415,-75.88203
ET3.1,1/14/2009,0.5,S ,WTEMP,1.4,DEG C,39.36415,-75.88203
ET3.1,2/12/2009,0.5,S ,SALINITY,0.76,PPT,39.36415,-75.88203
ET3.1,2/12/2009,0.5,S ,WTEMP,5.2,DEG C,39.36415,-75.88203
ET3.1,3/17/2009,0.5,S ,SALINITY,0.52,PPT,39.36415,-75.88203
ET3.1,3/17/2009,0.5,S ,WTEMP,8.4,DEG C,39.36415,-75.88203
ET3.1,4/15/2009,0.5,S ,SALINITY,0.32,PPT,39.36415,-75.88203
ET3.1,4/15/2009,0.5,S ,WTEMP,11.7,DEG C,39.36415,-75.88203
ET3.1,5/14/2009,0.5,S ,SALINITY,0.54,PPT,39.36415,-75.88203
ET3.1,5/14/2009,0.5,S ,WTEMP,19.8,DEG C,39.36415,-75.88203
ET3.1,6/18/2009,0.5,S ,SALINITY,0.28,PPT,39.36415,-75.88203
ET3.1,6/18/2009,0.5,S ,WTEMP,23.4,DEG C,39.36415,-75.88203
ET3.1,7/16/2009,0.5,S ,SALINITY,0.18,PPT,39.36415,-75.88203
ET3.1,7/16/2009,0.5,S ,WTEMP,27,DEG C,39.36415,-75.88203
ET3.1,8/13/2009,0.5,S ,SALINITY,0.13,PPT,39.36415,-75.88203
ET3.1,8/13/2009,0.5,S ,WTEMP,29,DEG C,39.36415,-75.88203
ET3.1,9/15/2009,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,9/15/2009,0.5,S ,WTEMP,23,DEG C,39.36415,-75.88203
ET3.1,10/22/2009,0.5,S ,SALINITY,1.59,PPT,39.36415,-75.88203
ET3.1,10/22/2009,0.5,S ,WTEMP,12.7,DEG C,39.36415,-75.88203
ET3.1,11/19/2009,0.5,S ,SALINITY,1.15,PPT,39.36415,-75.88203
ET3.1,11/19/2009,0.5,S ,WTEMP,11.9,DEG C,39.36415,-75.88203
ET3.1,12/8/2009,0.5,S ,SALINITY,0.89,PPT,39.36415,-75.88203
ET3.1,12/8/2009,0.5,S ,WTEMP,6.6,DEG C,39.36415,-75.88203
ET3.1,1/13/2010,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,1/13/2010,0.5,S ,WTEMP,0,DEG C,39.36415,-75.88203
ET3.1,2/17/2010,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,2/17/2010,0.5,S ,WTEMP,0.2,DEG C,39.36415,-75.88203
ET3.1,3/16/2010,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,3/16/2010,0.5,S ,WTEMP,10.4,DEG C,39.36415,-75.88203
ET3.1,4/13/2010,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,4/13/2010,0.5,S ,WTEMP,18,DEG C,39.36415,-75.88203
ET3.1,5/13/2010,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,5/13/2010,0.5,S ,WTEMP,17.2,DEG C,39.36415,-75.88203
ET3.1,6/21/2010,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,6/21/2010,0.5,S ,WTEMP,29.5,DEG C,39.36415,-75.88203
ET3.1,7/16/2010,0.5,S ,SALINITY,0.15,PPT,39.36415,-75.88203
ET3.1,7/16/2010,0.5,S ,WTEMP,29.4,DEG C,39.36415,-75.88203
ET3.1,8/23/2010,0.5,S ,SALINITY,0.38,PPT,39.36415,-75.88203
ET3.1,8/23/2010,0.5,S ,WTEMP,29.2,DEG C,39.36415,-75.88203
ET3.1,9/20/2010,0.5,S ,SALINITY,0.92,PPT,39.36415,-75.88203
ET3.1,9/20/2010,0.5,S ,WTEMP,23.4,DEG C,39.36415,-75.88203
ET3.1,10/19/2010,0.5,S ,SALINITY,1.04,PPT,39.36415,-75.88203
ET3.1,10/19/2010,0.5,S ,WTEMP,15.8,DEG C,39.36415,-75.88203
ET3.1,11/16/2010,0.5,S ,SALINITY,0.54,PPT,39.36415,-75.88203
ET3.1,11/16/2010,0.5,S ,WTEMP,10.5,DEG C,39.36415,-75.88203
ET3.1,12/13/2010,0.5,S ,SALINITY,0.68,PPT,39.36415,-75.88203
ET3.1,12/13/2010,0.5,S ,WTEMP,2.8,DEG C,39.36415,-75.88203
ET3.1,1/12/2011,0.5,S ,SALINITY,0.32,PPT,39.36415,-75.88203
ET3.1,1/12/2011,0.5,S ,WTEMP,0.1,DEG C,39.36415,-75.88203
ET3.1,2/9/2011,0.5,S ,SALINITY,0.43,PPT,39.36415,-75.88203
ET3.1,2/9/2011,0.5,S ,WTEMP,1.2,DEG C,39.36415,-75.88203
ET3.1,3/16/2011,0.5,S ,SALINITY,0.5,PPT,39.36415,-75.88203
ET3.1,3/16/2011,0.5,S ,WTEMP,9.5,DEG C,39.36415,-75.88203
ET3.1,4/12/2011,0.5,S ,SALINITY,0.13,PPT,39.36415,-75.88203
ET3.1,4/12/2011,0.5,S ,WTEMP,15.2,DEG C,39.36415,-75.88203
ET3.1,5/12/2011,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,5/12/2011,0.5,S ,WTEMP,21.6,DEG C,39.36415,-75.88203
ET3.1,6/9/2011,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,6/9/2011,0.5,S ,WTEMP,28.1,DEG C,39.36415,-75.88203
ET3.1,7/19/2011,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,7/19/2011,0.5,S ,WTEMP,29.2,DEG C,39.36415,-75.88203
ET3.1,8/11/2011,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,8/11/2011,0.5,S ,WTEMP,29.2,DEG C,39.36415,-75.88203
ET3.1,9/22/2011,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,9/22/2011,0.5,S ,WTEMP,21.5,DEG C,39.36415,-75.88203
ET3.1,10/20/2011,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,10/20/2011,0.5,S ,WTEMP,17.7,DEG C,39.36415,-75.88203
ET3.1,11/17/2011,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,11/17/2011,0.5,S ,WTEMP,12,DEG C,39.36415,-75.88203
ET3.1,12/13/2011,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,12/13/2011,0.5,S ,WTEMP,6.6,DEG C,39.36415,-75.88203
ET3.1,1/11/2012,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,1/11/2012,0.5,S ,WTEMP,3.8,DEG C,39.36415,-75.88203
ET3.1,2/15/2012,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,2/15/2012,0.5,S ,WTEMP,4.2,DEG C,39.36415,-75.88203
ET3.1,3/13/2012,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,3/13/2012,0.5,S ,WTEMP,11.1,DEG C,39.36415,-75.88203
ET3.1,4/19/2012,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,4/19/2012,0.5,S ,WTEMP,18,DEG C,39.36415,-75.88203
ET3.1,5/17/2012,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,5/17/2012,0.5,S ,WTEMP,22.8,DEG C,39.36415,-75.88203
ET3.1,6/5/2012,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,6/5/2012,0.5,S ,WTEMP,24.8,DEG C,39.36415,-75.88203
ET3.1,7/23/2012,0.5,S ,SALINITY,0.49,PPT,39.36415,-75.88203
ET3.1,7/23/2012,0.5,S ,WTEMP,28.1,DEG C,39.36415,-75.88203
ET3.1,8/21/2012,0.5,S ,SALINITY,1.11,PPT,39.36415,-75.88203
ET3.1,8/21/2012,0.5,S ,WTEMP,26.7,DEG C,39.36415,-75.88203
ET3.1,9/18/2012,0.5,S ,SALINITY,1.39,PPT,39.36415,-75.88203
ET3.1,9/18/2012,0.5,S ,WTEMP,23.6,DEG C,39.36415,-75.88203
ET3.1,10/18/2012,0.5,S ,SALINITY,1.39,PPT,39.36415,-75.88203
ET3.1,10/18/2012,0.5,S ,WTEMP,15.9,DEG C,39.36415,-75.88203
ET3.1,11/13/2012,0.5,S ,SALINITY,0.46,PPT,39.36415,-75.88203
ET3.1,11/13/2012,0.5,S ,WTEMP,9.6,DEG C,39.36415,-75.88203
ET3.1,12/10/2012,0.5,S ,SALINITY,1.15,PPT,39.36415,-75.88203
ET3.1,12/10/2012,0.5,S ,WTEMP,8,DEG C,39.36415,-75.88203
ET3.1,1/18/2013,0.5,S ,SALINITY,0.66,PPT,39.36415,-75.88203
ET3.1,1/18/2013,0.5,S ,WTEMP,5.2,DEG C,39.36415,-75.88203
ET3.1,2/13/2013,0.5,S ,SALINITY,0.34,PPT,39.36415,-75.88203
ET3.1,2/13/2013,0.5,S ,WTEMP,3.2,DEG C,39.36415,-75.88203
ET3.1,3/18/2013,0.5,S ,SALINITY,0.14,PPT,39.36415,-75.88203
ET3.1,3/18/2013,0.5,S ,WTEMP,6.7,DEG C,39.36415,-75.88203
ET3.1,4/16/2013,0.5,S ,SALINITY,0.37,PPT,39.36415,-75.88203
ET3.1,4/16/2013,0.5,S ,WTEMP,17.1,DEG C,39.36415,-75.88203
ET3.1,5/15/2013,0.5,S ,SALINITY,0.19,PPT,39.36415,-75.88203
ET3.1,5/15/2013,0.5,S ,WTEMP,19.1,DEG C,39.36415,-75.88203
ET3.1,6/3/2013,0.5,S ,SALINITY,0.08,PPT,39.36415,-75.88203
ET3.1,6/3/2013,0.5,S ,WTEMP,26.6,DEG C,39.36415,-75.88203
ET3.1,7/18/2013,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,7/18/2013,0.5,S ,WTEMP,31.4,DEG C,39.36415,-75.88203
ET3.1,8/15/2013,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,8/15/2013,0.5,S ,WTEMP,26.1,DEG C,39.36415,-75.88203
ET3.1,9/16/2013,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,9/16/2013,0.5,S ,WTEMP,23.5,DEG C,39.36415,-75.88203
ET3.1,10/17/2013,0.5,S ,SALINITY,1.43,PPT,39.36415,-75.88203
ET3.1,10/17/2013,0.5,S ,WTEMP,18.8,DEG C,39.36415,-75.88203
ET3.1,11/12/2013,0.5,S ,SALINITY,1.45,PPT,39.36415,-75.88203
ET3.1,11/12/2013,0.5,S ,WTEMP,10.2,DEG C,39.36415,-75.88203
ET3.1,12/12/2013,0.5,S ,SALINITY,1.04,PPT,39.36415,-75.88203
ET3.1,12/12/2013,0.5,S ,WTEMP,2.8,DEG C,39.36415,-75.88203
ET3.1,1/15/2014,0.5,S ,SALINITY,0.55,PPT,39.36415,-75.88203
ET3.1,1/15/2014,0.5,S ,WTEMP,2.3,DEG C,39.36415,-75.88203
ET3.1,2/11/2014,0.5,S ,SALINITY,0.05,PPT,39.36415,-75.88203
ET3.1,2/11/2014,0.5,S ,WTEMP,0.6,DEG C,39.36415,-75.88203
ET3.1,3/18/2014,0.5,S ,SALINITY,0.38,PPT,39.36415,-75.88203
ET3.1,3/18/2014,0.5,S ,WTEMP,5.2,DEG C,39.36415,-75.88203
ET3.1,4/14/2014,0.5,S ,SALINITY,0.21,PPT,39.36415,-75.88203
ET3.1,4/14/2014,0.5,S ,WTEMP,17.4,DEG C,39.36415,-75.88203
ET3.1,5/15/2014,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,5/15/2014,0.5,S ,WTEMP,21.8,DEG C,39.36415,-75.88203
ET3.1,6/5/2014,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,6/5/2014,0.5,S ,WTEMP,24.8,DEG C,39.36415,-75.88203
ET3.1,7/10/2014,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,7/10/2014,0.5,S ,WTEMP,28.1,DEG C,39.36415,-75.88203
ET3.1,8/7/2014,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,8/7/2014,0.5,S ,WTEMP,27.3,DEG C,39.36415,-75.88203
ET3.1,9/18/2014,0.5,S ,SALINITY,0.1,PPT,39.36415,-75.88203
ET3.1,9/18/2014,0.5,S ,WTEMP,22.9,DEG C,39.36415,-75.88203
ET3.1,10/23/2014,0.5,S ,SALINITY,1.55,PPT,39.36415,-75.88203
ET3.1,10/23/2014,0.5,S ,WTEMP,15.4,DEG C,39.36415,-75.88203
ET3.1,11/18/2014,0.5,S ,SALINITY,1.33,PPT,39.36415,-75.88203
ET3.1,11/18/2014,0.5,S ,WTEMP,7.2,DEG C,39.36415,-75.88203
ET3.1,12/18/2014,0.5,S ,SALINITY,1.05,PPT,39.36415,-75.88203
ET3.1,12/18/2014,0.5,S ,WTEMP,4.2,DEG C,39.36415,-75.88203
ET3.1,1/13/2015,0.5,S ,SALINITY,0.58,PPT,39.36415,-75.88203
ET3.1,1/13/2015,0.5,S ,WTEMP,0.6,DEG C,39.36415,-75.88203
ET3.1,2/10/2015,0.5,S ,SALINITY,0.58,PPT,39.36415,-75.88203
ET3.1,2/10/2015,0.5,S ,WTEMP,1.1,DEG C,39.36415,-75.88203
ET3.1,3/9/2015,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,3/9/2015,0.5,S ,WTEMP,0.8,DEG C,39.36415,-75.88203
ET3.1,4/9/2015,0.5,S ,SALINITY,0.3,PPT,39.36415,-75.88203
ET3.1,4/9/2015,0.5,S ,WTEMP,12.1,DEG C,39.36415,-75.88203
ET3.1,5/4/2015,0.5,S ,SALINITY,0.1,PPT,39.36415,-75.88203
ET3.1,5/4/2015,0.5,S ,WTEMP,18.9,DEG C,39.36415,-75.88203
ET3.1,6/3/2015,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,6/3/2015,0.5,S ,WTEMP,23.7,DEG C,39.36415,-75.88203
ET3.1,7/9/2015,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,7/9/2015,0.5,S ,WTEMP,28.2,DEG C,39.36415,-75.88203
ET3.1,8/6/2015,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,8/6/2015,0.5,S ,WTEMP,29.1,DEG C,39.36415,-75.88203
ET3.1,9/14/2015,0.5,S ,SALINITY,0.09,PPT,39.36415,-75.88203
ET3.1,9/14/2015,0.5,S ,WTEMP,24.2,DEG C,39.36415,-75.88203
ET3.1,10/22/2015,0.5,S ,SALINITY,2.9,PPT,39.36415,-75.88203
ET3.1,10/22/2015,0.5,S ,WTEMP,14.6,DEG C,39.36415,-75.88203
ET3.1,11/19/2015,0.5,S ,SALINITY,2.54,PPT,39.36415,-75.88203
ET3.1,11/19/2015,0.5,S ,WTEMP,11.7,DEG C,39.36415,-75.88203
ET3.1,12/17/2015,0.5,S ,SALINITY,1.93,PPT,39.36415,-75.88203
ET3.1,12/17/2015,0.5,S ,WTEMP,10.5,DEG C,39.36415,-75.88203
ET3.1,1/11/2016,0.5,S ,SALINITY,0.89,PPT,39.36415,-75.88203
ET3.1,1/11/2016,0.5,S ,WTEMP,6.1,DEG C,39.36415,-75.88203
ET3.1,2/11/2016,0.5,S ,SALINITY,0.46,PPT,39.36415,-75.88203
ET3.1,2/11/2016,0.5,S ,WTEMP,3,DEG C,39.36415,-75.88203
ET3.1,3/17/2016,0.5,S ,SALINITY,0.06,PPT,39.36415,-75.88203
ET3.1,3/17/2016,0.5,S ,WTEMP,12.4,DEG C,39.36415,-75.88203
ET3.1,4/11/2016,0.5,S ,SALINITY,0.02,PPT,39.36415,-75.88203
ET3.1,4/11/2016,0.5,S ,WTEMP,10.7,DEG C,39.36415,-75.88203
ET3.1,5/12/2016,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,5/12/2016,0.5,S ,WTEMP,16.2,DEG C,39.36415,-75.88203
ET3.1,6/9/2016,0.5,S ,SALINITY,0.04,PPT,39.36415,-75.88203
ET3.1,6/9/2016,0.5,S ,WTEMP,24.3,DEG C,39.36415,-75.88203
ET3.1,7/14/2016,0.5,S ,SALINITY,0.25,PPT,39.36415,-75.88203
ET3.1,7/14/2016,0.5,S ,WTEMP,28.6,DEG C,39.36415,-75.88203
ET3.1,8/11/2016,0.5,S ,SALINITY,0.45,PPT,39.36415,-75.88203
ET3.1,8/11/2016,0.5,S ,WTEMP,29.3,DEG C,39.36415,-75.88203
ET3.1,9/22/2016,0.5,S ,SALINITY,1.7,PPT,39.36415,-75.88203
ET3.1,9/22/2016,0.5,S ,WTEMP,24.5,DEG C,39.36415,-75.88203
ET3.1,10/20/2016,0.5,S ,SALINITY,3.55,PPT,39.36415,-75.88203
ET3.1,10/20/2016,0.5,S ,WTEMP,20,DEG C,39.36415,-75.88203
ET3.1,11/17/2016,0.5,S ,SALINITY,3.47,PPT,39.36415,-75.88203
ET3.1,11/17/2016,0.5,S ,WTEMP,10.9,DEG C,39.36415,-75.88203
ET3.1,12/19/2016,0.5,S ,SALINITY,2.06,PPT,39.36415,-75.88203
ET3.1,12/19/2016,0.5,S ,WTEMP,2.3,DEG C,39.36415,-75.88203
ET3.1,1/18/2017,0.5,S ,SALINITY,1.23,PPT,39.36415,-75.88203
ET3.1,1/18/2017,0.5,S ,WTEMP,4.2,DEG C,39.36415,-75.88203
ET3.1,2/13/2017,0.5,S ,SALINITY,0.83,PPT,39.36415,-75.88203
ET3.1,2/13/2017,0.5,S ,WTEMP,4.3,DEG C,39.36415,-75.88203
ET3.1,3/16/2017,0.5,S ,SALINITY,0.18,PPT,39.36415,-75.88203
ET3.1,3/16/2017,0.5,S ,WTEMP,2,DEG C,39.36415,-75.88203
ET3.1,4/10/2017,0.5,S ,SALINITY,0.17,PPT,39.36415,-75.88203
ET3.1,4/10/2017,0.5,S ,WTEMP,13.5,DEG C,39.36415,-75.88203
ET3.1,5/8/2017,0.5,S ,SALINITY,0.08,PPT,39.36415,-75.88203
ET3.1,5/8/2017,0.5,S ,WTEMP,17.5,DEG C,39.36415,-75.88203
ET3.1,6/15/2017,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,6/15/2017,0.5,S ,WTEMP,28.3,DEG C,39.36415,-75.88203
ET3.1,7/11/2017,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,7/11/2017,0.5,S ,WTEMP,28.1,DEG C,39.36415,-75.88203
ET3.1,8/7/2017,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,8/7/2017,0.5,S ,WTEMP,27.3,DEG C,39.36415,-75.88203
ET3.1,9/18/2017,0.5,S ,SALINITY,0.44,PPT,39.36415,-75.88203
ET3.1,9/18/2017,0.5,S ,WTEMP,24.4,DEG C,39.36415,-75.88203
ET3.1,10/16/2017,0.5,S ,SALINITY,3.07,PPT,39.36415,-75.88203
ET3.1,10/16/2017,0.5,S ,WTEMP,20.5,DEG C,39.36415,-75.88203
ET3.1,11/16/2017,0.5,S ,SALINITY,2.94,PPT,39.36415,-75.88203
ET3.1,11/16/2017,0.5,S ,WTEMP,9.6,DEG C,39.36415,-75.88203
ET3.1,12/12/2017,0.5,S ,SALINITY,1.74,PPT,39.36415,-75.88203
ET3.1,12/12/2017,0.5,S ,WTEMP,5.7,DEG C,39.36415,-75.88203
ET3.1,1/18/2018,0.5,S ,SALINITY,0.8,PPT,39.36415,-75.88203
ET3.1,1/18/2018,0.5,S ,WTEMP,0.5,DEG C,39.36415,-75.88203
ET3.1,2/13/2018,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,2/13/2018,0.5,S ,WTEMP,7.4,DEG C,39.36415,-75.88203
ET3.1,3/12/2018,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,3/12/2018,0.5,S ,WTEMP,6.2,DEG C,39.36415,-75.88203
ET3.1,4/16/2018,0.5,S ,SALINITY,0.56,PPT,39.36415,-75.88203
ET3.1,4/16/2018,0.5,S ,WTEMP,13.8,DEG C,39.36415,-75.88203
ET3.1,5/15/2018,0.5,S ,SALINITY,0.19,PPT,39.36415,-75.88203
ET3.1,5/15/2018,0.5,S ,WTEMP,22.5,DEG C,39.36415,-75.88203
ET3.1,6/14/2018,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,6/14/2018,0.5,S ,WTEMP,24,DEG C,39.36415,-75.88203
ET3.1,7/19/2018,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,7/19/2018,0.5,S ,WTEMP,28.7,DEG C,39.36415,-75.88203
ET3.1,8/9/2018,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,8/9/2018,0.5,S ,WTEMP,30.7,DEG C,39.36415,-75.88203
ET3.1,9/18/2018,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,9/18/2018,0.5,S ,WTEMP,24.7,DEG C,39.36415,-75.88203
ET3.1,10/15/2018,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,10/15/2018,0.5,S ,WTEMP,20,DEG C,39.36415,-75.88203
ET3.1,11/8/2018,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,11/8/2018,0.5,S ,WTEMP,13.6,DEG C,39.36415,-75.88203
ET3.1,12/6/2018,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,12/6/2018,0.5,S ,WTEMP,5.2,DEG C,39.36415,-75.88203
ET3.1,1/16/2019,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,1/16/2019,0.5,S ,WTEMP,2.2,DEG C,39.36415,-75.88203
ET3.1,2/13/2019,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,2/13/2019,0.5,S ,WTEMP,3,DEG C,39.36415,-75.88203
ET3.1,3/14/2019,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,3/14/2019,0.5,S ,WTEMP,7,DEG C,39.36415,-75.88203
ET3.1,4/15/2019,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,4/15/2019,0.5,S ,WTEMP,17.6,DEG C,39.36415,-75.88203
ET3.1,5/13/2019,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,5/13/2019,0.5,S ,WTEMP,18,DEG C,39.36415,-75.88203
ET3.1,6/11/2019,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,6/11/2019,0.5,S ,WTEMP,24.5,DEG C,39.36415,-75.88203
ET3.1,7/18/2019,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,7/18/2019,0.5,S ,WTEMP,31,DEG C,39.36415,-75.88203
ET3.1,8/12/2019,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,8/12/2019,0.5,S ,WTEMP,28.8,DEG C,39.36415,-75.88203
ET3.1,9/19/2019,0.5,S ,SALINITY,0.8,PPT,39.36415,-75.88203
ET3.1,9/19/2019,0.5,S ,WTEMP,23.9,DEG C,39.36415,-75.88203
ET3.1,10/16/2019,0.5,S ,SALINITY,1.85,PPT,39.36415,-75.88203
ET3.1,10/16/2019,0.5,S ,WTEMP,18.6,DEG C,39.36415,-75.88203
ET3.1,11/12/2019,0.5,S ,SALINITY,1.65,PPT,39.36415,-75.88203
ET3.1,11/12/2019,0.5,S ,WTEMP,10.9,DEG C,39.36415,-75.88203
ET3.1,12/10/2019,0.5,S ,SALINITY,0.91,PPT,39.36415,-75.88203
ET3.1,12/10/2019,0.5,S ,WTEMP,6,DEG C,39.36415,-75.88203
ET3.1,1/16/2020,0.5,S ,SALINITY,0.41,PPT,39.36415,-75.88203
ET3.1,1/16/2020,0.5,S ,WTEMP,8,DEG C,39.36415,-75.88203
ET3.1,2/12/2020,0.5,S ,SALINITY,0.2,PPT,39.36415,-75.88203
ET3.1,2/12/2020,0.5,S ,WTEMP,6.7,DEG C,39.36415,-75.88203
ET3.1,6/11/2020,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,6/11/2020,0.5,S ,WTEMP,27.5,DEG C,39.36415,-75.88203
ET3.1,7/9/2020,0.5,S ,SALINITY,0.66,PPT,39.36415,-75.88203
ET3.1,7/9/2020,0.5,S ,WTEMP,30.3,DEG C,39.36415,-75.88203
ET3.1,8/12/2020,0.5,S ,SALINITY,0.08,PPT,39.36415,-75.88203
ET3.1,8/12/2020,0.5,S ,WTEMP,29.9,DEG C,39.36415,-75.88203
ET3.1,9/10/2020,0.5,S ,SALINITY,0.37,PPT,39.36415,-75.88203
ET3.1,9/10/2020,0.5,S ,WTEMP,26.8,DEG C,39.36415,-75.88203
ET3.1,10/14/2020,0.5,S ,SALINITY,1.62,PPT,39.36415,-75.88203
ET3.1,10/14/2020,0.5,S ,WTEMP,17.8,DEG C,39.36415,-75.88203
ET3.1,11/16/2020,0.5,S ,SALINITY,0.84,PPT,39.36415,-75.88203
ET3.1,11/16/2020,0.5,S ,WTEMP,13.6,DEG C,39.36415,-75.88203
