MonitoringLocation,SampleDate,Depth,Layer,Parameter,MeasureValue,Unit,Latitude,Longitude
ET3.1,12/14/2020,0.5,S ,SALINITY,0.39,PPT,39.36415,-75.88203
ET3.1,12/14/2020,0.5,S ,WTEMP,7,DEG C,39.36415,-75.88203
ET3.1,1/14/2021,0.5,S ,SALINITY,0.08,PPT,39.36415,-75.88203
ET3.1,1/14/2021,0.5,S ,WTEMP,3.6,DEG C,39.36415,-75.88203
ET3.1,2/17/2021,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,2/17/2021,0.5,S ,WTEMP,3,DEG C,39.36415,-75.88203
ET3.1,3/22/2021,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,3/22/2021,0.5,S ,WTEMP,10.5,DEG C,39.36415,-75.88203
ET3.1,4/15/2021,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,4/15/2021,0.5,S ,WTEMP,16.1,DEG C,39.36415,-75.88203
ET3.1,5/12/2021,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,5/12/2021,0.5,S ,WTEMP,17.9,DEG C,39.36415,-75.88203
ET3.1,6/9/2021,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,6/9/2021,0.5,S ,WTEMP,28.2,DEG C,39.36415,-75.88203
ET3.1,7/13/2021,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,7/13/2021,0.5,S ,WTEMP,30.4,DEG C,39.36415,-75.88203
ET3.1,8/12/2021,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,8/12/2021,0.5,S ,WTEMP,29.5,DEG C,39.36415,-75.88203
ET3.1,9/16/2021,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,9/16/2021,0.5,S ,WTEMP,26.1,DEG C,39.36415,-75.88203
ET3.1,10/12/2021,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,10/12/2021,0.5,S ,WTEMP,21.3,DEG C,39.36415,-75.88203
ET3.1,11/8/2021,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,11/8/2021,0.5,S ,WTEMP,11.9,DEG C,39.36415,-75.88203
ET3.1,12/6/2021,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,12/6/2021,0.5,S ,WTEMP,7.5,DEG C,39.36415,-75.88203
ET3.1,1/10/2022,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,1/10/2022,0.5,S ,WTEMP,2.3,DEG C,39.36415,-75.88203
ET3.1,2/9/2022,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,2/9/2022,0.5,S ,WTEMP,3.1,DEG C,39.36415,-75.88203
ET3.1,3/15/2022,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,3/15/2022,0.5,S ,WTEMP,8.5,DEG C,39.36415,-75.88203
ET3.1,4/7/2022,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,4/7/2022,0.5,S ,WTEMP,11.5,DEG C,39.36415,-75.88203
ET3.1,5/10/2022,0.5,S ,SALINITY,0,PPT,39.36415,-75.88203
ET3.1,5/10/2022,0.5,S ,WTEMP,15.3,DEG C,39.36415,-75.88203
ET3.1,6/9/2022,0.5,S ,SALINITY,0.05,PPT,39.36415,-75.88203
ET3.1,6/9/2022,0.5,S ,WTEMP,26.5,DEG C,39.36415,-75.88203
ET3.1,7/11/2022,0.5,S ,SALINITY,0.08,PPT,39.36415,-75.88203
ET3.1,7/11/2022,0.5,S ,WTEMP,28,DEG C,39.36415,-75.88203
ET3.1,8/11/2022,0.5,S ,SALINITY,0.18,PPT,39.36415,-75.88203
ET3.1,8/11/2022,0.5,S ,WTEMP,31.1,DEG C,39.36415,-75.88203
ET3.1,9/15/2022,0.5,S ,SALINITY,0.84,PPT,39.36415,-75.88203
ET3.1,9/15/2022,0.5,S ,WTEMP,25.2,DEG C,39.36415,-75.88203
ET3.1,10/12/2022,0.5,S ,SALINITY,1.81,PPT,39.36415,-75.88203
ET3.1,10/12/2022,0.5,S ,WTEMP,16.3,DEG C,39.36415,-75.88203
ET3.1,11/9/2022,0.5,S ,SALINITY,2.68,PPT,39.36415,-75.88203
ET3.1,11/9/2022,0.5,S ,WTEMP,15.7,DEG C,39.36415,-75.88203
ET3.1,12/15/2022,0.5,S ,SALINITY,1.73,PPT,39.36415,-75.88203
ET3.1,12/15/2022,0.5,S ,WTEMP,5.4,DEG C,39.36415,-75.88203
ET3.1,1/11/2023,0.5,S ,SALINITY,1.14,PPT,39.36415,-75.88203
ET3.1,1/11/2023,0.5,S ,WTEMP,5.7,DEG C,39.36415,-75.88203
ET3.1,2/13/2023,0.5,S ,SALINITY,0.52,PPT,39.36415,-75.88203
ET3.1,2/13/2023,0.5,S ,WTEMP,6.5,DEG C,39.36415,-75.88203
ET3.1,3/14/2023,0.5,S ,SALINITY,0.33,PPT,39.36415,-75.88203
ET3.1,3/14/2023,0.5,S ,WTEMP,7.5,DEG C,39.36415,-75.88203
ET3.1,4/13/2023,0.5,S ,SALINITY,0.31,PPT,39.36415,-75.88203
ET3.1,4/13/2023,0.5,S ,WTEMP,18.6,DEG C,39.36415,-75.88203
ET3.1,5/16/2023,0.5,S ,SALINITY,0.26,PPT,39.36415,-75.88203
ET3.1,5/16/2023,0.5,S ,WTEMP,21.7,DEG C,39.36415,-75.88203
ET3.1,6/12/2023,0.5,S ,SALINITY,2.02,PPT,39.36415,-75.88203
ET3.1,6/12/2023,0.5,S ,WTEMP,24.1,DEG C,39.36415,-75.88203
ET3.1,7/13/2023,0.5,S ,SALINITY,2.7,PPT,39.36415,-75.88203
ET3.1,7/13/2023,0.5,S ,WTEMP,29.5,DEG C,39.36415,-75.88203
ET3.1,8/10/2023,0.5,S ,SALINITY,1.95,PPT,39.36415,-75.88203
ET3.1,8/10/2023,0.5,S ,WTEMP,27.5,DEG C,39.36415,-75.88203
ET4.2,1/10/95,0.5,S ,PH,8.2,SU,38.59642,-76.12821
ET4.2,1/10/95,0.5,S ,SALINITY,12.99,PPT,38.59642,-76.12821
ET4.2,1/10/95,0.5,S ,WTEMP,2.8,DEG C,38.59642,-76.12821
ET4.2,1/11/06,0.5,S ,PH,8.8,SU,38.59642,-76.12821
ET4.2,1/11/06,0.5,S ,SALINITY,6.56,PPT,38.59642,-76.12821
ET4.2,1/11/06,0.5,S ,WTEMP,4.8,DEG C,38.59642,-76.12821
ET4.2,1/11/12,0.5,S ,PH,8.6,SU,38.59642,-76.12821
ET4.2,1/11/12,0.5,S ,SALINITY,3.57,PPT,38.59642,-76.12821
ET4.2,1/11/12,0.5,S ,WTEMP,4.6,DEG C,38.59642,-76.12821
ET4.2,1/12/05,0.5,S ,PH,8.4,SU,38.59642,-76.12821
ET4.2,1/12/05,0.5,S ,SALINITY,5.76,PPT,38.59642,-76.12821
ET4.2,1/12/05,0.5,S ,WTEMP,5,DEG C,38.59642,-76.12821
ET4.2,1/12/99,0.5,S ,PH,7.8,SU,38.59642,-76.12821
ET4.2,1/12/99,0.5,S ,SALINITY,14.8,PPT,38.59642,-76.12821
ET4.2,1/12/99,0.5,S ,WTEMP,1,DEG C,38.59642,-76.12821
ET4.2,1/14/04,0.5,S ,PH,8.2,SU,38.59642,-76.12821
ET4.2,1/14/04,0.5,S ,SALINITY,3.65,PPT,38.59642,-76.12821
ET4.2,1/14/04,0.5,S ,WTEMP,0.8,DEG C,38.59642,-76.12821
ET4.2,1/14/11,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,1/14/11,0.5,S ,SALINITY,10.43,PPT,38.59642,-76.12821
ET4.2,1/14/11,0.5,S ,WTEMP,-0.5,DEG C,38.59642,-76.12821
ET4.2,1/14/14,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,1/14/14,0.5,S ,SALINITY,8.69,PPT,38.59642,-76.12821
ET4.2,1/14/14,0.5,S ,WTEMP,2.2,DEG C,38.59642,-76.12821
ET4.2,1/15/15,0.5,S ,PH,7.7,SU,38.59642,-76.12821
ET4.2,1/15/15,0.5,S ,SALINITY,11.02,PPT,38.59642,-76.12821
ET4.2,1/15/15,0.5,S ,WTEMP,0.5,DEG C,38.59642,-76.12821
ET4.2,1/15/97,0.5,S ,PH,7.8,SU,38.59642,-76.12821
ET4.2,1/15/97,0.5,S ,SALINITY,2.99,PPT,38.59642,-76.12821
ET4.2,1/15/97,0.5,S ,WTEMP,0.9,DEG C,38.59642,-76.12821
ET4.2,1/16/01,0.5,S ,PH,8.5,SU,38.59642,-76.12821
ET4.2,1/16/01,0.5,S ,SALINITY,13.19,PPT,38.59642,-76.12821
ET4.2,1/16/01,0.5,S ,WTEMP,1,DEG C,38.59642,-76.12821
ET4.2,1/16/03,0.5,S ,PH,7.6,SU,38.59642,-76.12821
ET4.2,1/16/03,0.5,S ,SALINITY,7.43,PPT,38.59642,-76.12821
ET4.2,1/16/03,0.5,S ,WTEMP,-0.1,DEG C,38.59642,-76.12821
ET4.2,1/16/08,0.5,S ,PH,8.3,SU,38.59642,-76.12821
ET4.2,1/16/08,0.5,S ,SALINITY,7.24,PPT,38.59642,-76.12821
ET4.2,1/16/08,0.5,S ,WTEMP,4.2,DEG C,38.59642,-76.12821
ET4.2,1/17/13,0.5,S ,PH,8.5,SU,38.59642,-76.12821
ET4.2,1/17/13,0.5,S ,SALINITY,10.89,PPT,38.59642,-76.12821
ET4.2,1/17/13,0.5,S ,WTEMP,5.7,DEG C,38.59642,-76.12821
ET4.2,1/17/19,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,1/17/19,0.5,S ,SALINITY,3.9,PPT,38.59642,-76.12821
ET4.2,1/17/19,0.5,S ,WTEMP,2.7,DEG C,38.59642,-76.12821
ET4.2,1/18/17,0.5,S ,PH,8.2,SU,38.59642,-76.12821
ET4.2,1/18/17,0.5,S ,SALINITY,13.06,PPT,38.59642,-76.12821
ET4.2,1/18/17,0.5,S ,WTEMP,3.7,DEG C,38.59642,-76.12821
ET4.2,1/18/89,0.5,S ,PH,8.1,SU,38.59642,-76.12821
ET4.2,1/18/89,0.5,S ,SALINITY,12.99,PPT,38.59642,-76.12821
ET4.2,1/18/89,0.5,S ,WTEMP,3.4,DEG C,38.59642,-76.12821
ET4.2,1/20/16,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,1/20/16,0.5,S ,SALINITY,6.43,PPT,38.59642,-76.12821
ET4.2,1/20/16,0.5,S ,WTEMP,0.7,DEG C,38.59642,-76.12821
ET4.2,1/21/10,0.5,S ,PH,7.9,SU,38.59642,-76.12821
ET4.2,1/21/10,0.5,S ,SALINITY,7.37,PPT,38.59642,-76.12821
ET4.2,1/21/10,0.5,S ,WTEMP,1.4,DEG C,38.59642,-76.12821
ET4.2,1/24/00,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,1/24/00,0.5,S ,SALINITY,10.24,PPT,38.59642,-76.12821
ET4.2,1/24/00,0.5,S ,WTEMP,-0.1,DEG C,38.59642,-76.12821
ET4.2,1/26/09,0.5,S ,PH,8.4,SU,38.59642,-76.12821
ET4.2,1/26/09,0.5,S ,SALINITY,10.04,PPT,38.59642,-76.12821
ET4.2,1/26/09,0.5,S ,WTEMP,0,DEG C,38.59642,-76.12821
ET4.2,1/29/18,0.5,S ,PH,8.3,SU,38.59642,-76.12821
ET4.2,1/29/18,0.5,S ,SALINITY,10.69,PPT,38.59642,-76.12821
ET4.2,1/29/18,0.5,S ,WTEMP,2.6,DEG C,38.59642,-76.12821
ET4.2,1/30/96,0.5,AP,PH,7.8,SU,38.59642,-76.12821
ET4.2,1/30/96,0.5,AP,SALINITY,1.85,PPT,38.59642,-76.12821
ET4.2,1/30/96,0.5,AP,WTEMP,1.6,DEG C,38.59642,-76.12821
ET4.2,1/30/96,0.5,S ,PH,7.8,SU,38.59642,-76.12821
ET4.2,1/30/96,0.5,S ,SALINITY,1.85,PPT,38.59642,-76.12821
ET4.2,1/30/96,0.5,S ,WTEMP,1.6,DEG C,38.59642,-76.12821
ET4.2,1/5/93,0.5,S ,PH,7.9,SU,38.59642,-76.12821
ET4.2,1/5/93,0.5,S ,SALINITY,9.4,PPT,38.59642,-76.12821
ET4.2,1/5/93,0.5,S ,WTEMP,5.6,DEG C,38.59642,-76.12821
ET4.2,1/6/87,0.5,S ,PH,7.8,SU,38.59642,-76.12821
ET4.2,1/6/87,0.5,S ,SALINITY,11.34,PPT,38.59642,-76.12821
ET4.2,1/6/87,0.5,S ,WTEMP,3.5,DEG C,38.59642,-76.12821
ET4.2,1/6/94,0.5,S ,PH,7.9,SU,38.59642,-76.12821
ET4.2,1/6/94,0.5,S ,SALINITY,10.3,PPT,38.59642,-76.12821
ET4.2,1/6/94,0.5,S ,WTEMP,1.8,DEG C,38.59642,-76.12821
ET4.2,1/7/92,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,1/7/92,0.5,S ,SALINITY,14.87,PPT,38.59642,-76.12821
ET4.2,1/7/92,0.5,S ,WTEMP,5.8,DEG C,38.59642,-76.12821
ET4.2,1/7/98,0.5,S ,PH,8.1,SU,38.59642,-76.12821
ET4.2,1/7/98,0.5,S ,SALINITY,12.73,PPT,38.59642,-76.12821
ET4.2,1/7/98,0.5,S ,WTEMP,5.8,DEG C,38.59642,-76.12821
ET4.2,1/8/86,0.5,S ,PH,8.3,SU,38.59642,-76.12821
ET4.2,1/8/86,0.5,S ,SALINITY,9.59,PPT,38.59642,-76.12821
ET4.2,1/8/86,0.5,S ,WTEMP,0.1,DEG C,38.59642,-76.12821
ET4.2,1/9/02,0.5,S ,PH,7.8,SU,38.59642,-76.12821
ET4.2,1/9/02,0.5,S ,SALINITY,14.19,PPT,38.59642,-76.12821
ET4.2,1/9/02,0.5,S ,WTEMP,2.3,DEG C,38.59642,-76.12821
ET4.2,1/9/07,0.5,S ,PH,8.6,SU,38.59642,-76.12821
ET4.2,1/9/07,0.5,S ,SALINITY,7.87,PPT,38.59642,-76.12821
ET4.2,1/9/07,0.5,S ,WTEMP,8.2,DEG C,38.59642,-76.12821
ET4.2,1/9/90,0.5,S ,PH,8.2,SU,38.59642,-76.12821
ET4.2,1/9/90,0.5,S ,SALINITY,9.85,PPT,38.59642,-76.12821
ET4.2,1/9/90,0.5,S ,WTEMP,0.8,DEG C,38.59642,-76.12821
ET4.2,1/9/91,0.5,S ,PH,7.9,SU,38.59642,-76.12821
ET4.2,1/9/91,0.5,S ,SALINITY,6.56,PPT,38.59642,-76.12821
ET4.2,1/9/91,0.5,S ,WTEMP,3.6,DEG C,38.59642,-76.12821
ET4.2,10/11/00,0.5,S ,PH,8.1,SU,38.59642,-76.12821
ET4.2,10/11/00,0.5,S ,SALINITY,10.95,PPT,38.59642,-76.12821
ET4.2,10/11/00,0.5,S ,WTEMP,14.7,DEG C,38.59642,-76.12821
ET4.2,10/11/89,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,10/11/89,0.5,S ,SALINITY,10.69,PPT,38.59642,-76.12821
ET4.2,10/11/89,0.5,S ,WTEMP,15.3,DEG C,38.59642,-76.12821
ET4.2,10/12/06,0.5,BS,PH,8.3,SU,38.59642,-76.12821
ET4.2,10/12/06,0.5,BS,SALINITY,10.82,PPT,38.59642,-76.12821
ET4.2,10/12/06,0.5,BS,WTEMP,19.1,DEG C,38.59642,-76.12821
ET4.2,10/12/94,0.5,S ,SALINITY,11.67,PPT,38.59642,-76.12821
ET4.2,10/12/94,0.5,S ,WTEMP,17,DEG C,38.59642,-76.12821
ET4.2,10/12/94,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,10/13/04,0.5,S ,PH,8.2,SU,38.59642,-76.12821
ET4.2,10/13/04,0.5,S ,SALINITY,5.82,PPT,38.59642,-76.12821
ET4.2,10/13/04,0.5,S ,WTEMP,17.6,DEG C,38.59642,-76.12821
ET4.2,10/14/93,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,10/14/93,0.5,S ,SALINITY,12.46,PPT,38.59642,-76.12821
ET4.2,10/14/93,0.5,S ,WTEMP,15.7,DEG C,38.59642,-76.12821
ET4.2,10/14/98,0.5,S ,PH,7.6,SU,38.59642,-76.12821
ET4.2,10/14/98,0.5,S ,SALINITY,12.53,PPT,38.59642,-76.12821
ET4.2,10/14/98,0.5,S ,WTEMP,18.3,DEG C,38.59642,-76.12821
ET4.2,10/15/97,0.5,S ,PH,7.9,SU,38.59642,-76.12821
ET4.2,10/15/97,0.5,S ,SALINITY,13.17,PPT,38.59642,-76.12821
ET4.2,10/15/97,0.5,S ,WTEMP,19.8,DEG C,38.59642,-76.12821
ET4.2,10/16/07,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,10/16/07,0.5,S ,SALINITY,14.53,PPT,38.59642,-76.12821
ET4.2,10/16/07,0.5,S ,WTEMP,19.4,DEG C,38.59642,-76.12821
ET4.2,10/16/12,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,10/16/12,0.5,S ,SALINITY,13.06,PPT,38.59642,-76.12821
ET4.2,10/16/12,0.5,S ,WTEMP,16.7,DEG C,38.59642,-76.12821
ET4.2,10/16/13,0.5,S ,PH,8.2,SU,38.59642,-76.12821
ET4.2,10/16/13,0.5,S ,SALINITY,12.33,PPT,38.59642,-76.12821
ET4.2,10/16/13,0.5,S ,WTEMP,18.6,DEG C,38.59642,-76.12821
ET4.2,10/16/18,0.5,S ,PH,7.9,SU,38.59642,-76.12821
ET4.2,10/16/18,0.5,S ,SALINITY,5.01,PPT,38.59642,-76.12821
ET4.2,10/16/18,0.5,S ,WTEMP,19.5,DEG C,38.59642,-76.12821
ET4.2,10/16/19,0.5,S ,PH,8.1,SU,38.59642,-76.12821
ET4.2,10/16/19,0.5,S ,SALINITY,12.99,PPT,38.59642,-76.12821
ET4.2,10/16/19,0.5,S ,WTEMP,18.9,DEG C,38.59642,-76.12821
ET4.2,10/16/84,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,10/16/84,0.5,S ,SALINITY,11.08,PPT,38.59642,-76.12821
ET4.2,10/16/84,0.5,S ,WTEMP,17.3,DEG C,38.59642,-76.12821
ET4.2,10/16/91,0.5,S ,PH,8.1,SU,38.59642,-76.12821
ET4.2,10/16/91,0.5,S ,SALINITY,13.33,PPT,38.59642,-76.12821
ET4.2,10/16/91,0.5,S ,WTEMP,16.5,DEG C,38.59642,-76.12821
ET4.2,10/17/06,0.5,S ,PH,8.3,SU,38.59642,-76.12821
ET4.2,10/17/06,0.5,S ,SALINITY,11.61,PPT,38.59642,-76.12821
ET4.2,10/17/06,0.5,S ,WTEMP,16.6,DEG C,38.59642,-76.12821
ET4.2,10/17/17,0.5,S ,PH,7.8,SU,38.59642,-76.12821
ET4.2,10/17/17,0.5,S ,SALINITY,14.53,PPT,38.59642,-76.12821
ET4.2,10/17/17,0.5,S ,WTEMP,19.3,DEG C,38.59642,-76.12821
ET4.2,10/17/90,0.5,S ,PH,8.1,SU,38.59642,-76.12821
ET4.2,10/17/90,0.5,S ,SALINITY,11.54,PPT,38.59642,-76.12821
ET4.2,10/17/90,0.5,S ,WTEMP,20.6,DEG C,38.59642,-76.12821
ET4.2,10/18/01,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,10/18/01,0.5,S ,SALINITY,13.39,PPT,38.59642,-76.12821
ET4.2,10/18/01,0.5,S ,WTEMP,15.6,DEG C,38.59642,-76.12821
ET4.2,10/18/05,0.5,S ,PH,8.1,SU,38.59642,-76.12821
ET4.2,10/18/05,0.5,S ,SALINITY,11.17,PPT,38.59642,-76.12821
ET4.2,10/18/05,0.5,S ,WTEMP,17.2,DEG C,38.59642,-76.12821
ET4.2,10/18/11,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,10/18/11,0.5,S ,SALINITY,5.76,PPT,38.59642,-76.12821
ET4.2,10/18/11,0.5,S ,WTEMP,18,DEG C,38.59642,-76.12821
ET4.2,10/18/16,0.5,S ,PH,8.3,SU,38.59642,-76.12821
ET4.2,10/18/16,0.5,S ,SALINITY,15.14,PPT,38.59642,-76.12821
ET4.2,10/18/16,0.5,S ,WTEMP,18.7,DEG C,38.59642,-76.12821
ET4.2,10/18/88,0.5,S ,PH,7.8,SU,38.59642,-76.12821
ET4.2,10/18/88,0.5,S ,SALINITY,13.79,PPT,38.59642,-76.12821
ET4.2,10/18/88,0.5,S ,WTEMP,14.1,DEG C,38.59642,-76.12821
ET4.2,10/18/95,0.5,S ,PH,7.7,SU,38.59642,-76.12821
ET4.2,10/18/95,0.5,S ,SALINITY,14.66,PPT,38.59642,-76.12821
ET4.2,10/18/95,0.5,S ,WTEMP,17.1,DEG C,38.59642,-76.12821
ET4.2,10/19/10,0.5,S ,PH,8.4,SU,38.59642,-76.12821
ET4.2,10/19/10,0.5,S ,SALINITY,9.46,PPT,38.59642,-76.12821
ET4.2,10/19/10,0.5,S ,WTEMP,15.8,DEG C,38.59642,-76.12821
ET4.2,10/2/91,0.5,S ,PH,7.9,SU,38.59642,-76.12821
ET4.2,10/2/91,0.5,S ,SALINITY,13.46,PPT,38.59642,-76.12821
ET4.2,10/2/91,0.5,S ,WTEMP,19.8,DEG C,38.59642,-76.12821
ET4.2,10/20/04,0.5,BS,PH,7.8,SU,38.59642,-76.12821
ET4.2,10/20/04,0.5,BS,SALINITY,7.49,PPT,38.59642,-76.12821
ET4.2,10/20/04,0.5,BS,WTEMP,16.1,DEG C,38.59642,-76.12821
ET4.2,10/20/09,0.5,S ,PH,7.9,SU,38.59642,-76.12821
ET4.2,10/20/09,0.5,S ,SALINITY,12.99,PPT,38.59642,-76.12821
ET4.2,10/20/09,0.5,S ,WTEMP,12.5,DEG C,38.59642,-76.12821
ET4.2,10/20/15,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,10/20/15,0.5,S ,SALINITY,13.33,PPT,38.59642,-76.12821
ET4.2,10/20/15,0.5,S ,WTEMP,14.6,DEG C,38.59642,-76.12821
ET4.2,10/20/87,0.5,S ,PH,7.8,SU,38.59642,-76.12821
ET4.2,10/20/87,0.5,S ,SALINITY,12,PPT,38.59642,-76.12821
ET4.2,10/20/87,0.5,S ,WTEMP,15.1,DEG C,38.59642,-76.12821
ET4.2,10/20/92,0.5,S ,PH,7.9,SU,38.59642,-76.12821
ET4.2,10/20/92,0.5,S ,SALINITY,11.67,PPT,38.59642,-76.12821
ET4.2,10/20/92,0.5,S ,WTEMP,14.5,DEG C,38.59642,-76.12821
ET4.2,10/21/08,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,10/21/08,0.5,S ,SALINITY,15,PPT,38.59642,-76.12821
ET4.2,10/21/08,0.5,S ,WTEMP,16.6,DEG C,38.59642,-76.12821
ET4.2,10/21/14,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,10/21/14,0.5,S ,SALINITY,12.73,PPT,38.59642,-76.12821
ET4.2,10/21/14,0.5,S ,WTEMP,16.4,DEG C,38.59642,-76.12821
ET4.2,10/23/02,0.5,S ,PH,7.6,SU,38.59642,-76.12821
ET4.2,10/23/02,0.5,S ,SALINITY,15.53,PPT,38.59642,-76.12821
ET4.2,10/23/02,0.5,S ,WTEMP,15.5,DEG C,38.59642,-76.12821
ET4.2,10/23/96,0.5,S ,PH,7.8,SU,38.59642,-76.12821
ET4.2,10/23/96,0.5,S ,SALINITY,7.93,PPT,38.59642,-76.12821
ET4.2,10/23/96,0.5,S ,WTEMP,15.1,DEG C,38.59642,-76.12821
ET4.2,10/24/05,0.5,BS,PH,8.2,SU,38.59642,-76.12821
ET4.2,10/24/05,0.5,BS,SALINITY,11.9,PPT,38.59642,-76.12821
ET4.2,10/24/05,0.5,BS,WTEMP,16,DEG C,38.59642,-76.12821
ET4.2,10/24/89,0.5,S ,PH,8,SU,38.59642,-76.12821
ET4.2,10/24/89,0.5,S ,SALINITY,9.98,PPT,38.59642,-76.12821
ET4.2,10/24/89,0.5,S ,WTEMP,14.8,DEG C,38.59642,-76.12821
ET4.2,10/26/93,0.5,S ,PH,7.7,SU,38.59642,-76.12821
ET4.2,10/26/93,0.5,S ,SALINITY,12.33,PPT,38.59642,-76.12821
ET4.2,10/26/93,0.5,S ,WTEMP,15.5,DEG C,38.59642,-76.12821
ET4.2,10/26/94,0.5,S ,PH,8.1,SU,38.59642,-76.12821
ET4.2,10/26/94,0.5,S ,SALINITY,12.26,PPT,38.59642,-76.12821
ET4.2,10/26/94,0.5,S ,WTEMP,16.2,DEG C,38.59642,-76.12821
ET4.2,10/28/03,0.5,BS,PH,8.3,SU,38.59642,-76.12821
ET4.2,10/28/03,0.5,BS,SALINITY,8.63,PPT,38.59642,-76.12821
ET4.2,10/28/03,0.5,BS,WTEMP,14,DEG C,38.59642,-76.12821
ET4.2,10/28/86,0.5,S ,PH,7.9,SU,38.59642,-76.12821
ET4.2,10/28/86,0.5,S ,SALINITY,13.73,PPT,38.59642,-76.12821
ET4.2,10/28/86,0.5,S ,WTEMP,15.9,DEG C,38.59642,-76.12821
ET4.2,10/28/98,0.5,S ,PH,7.9,SU,38.59642,-76.12821
ET4.2,10/28/98,0.5,S ,SALINITY,12.26,PPT,38.59642,-76.12821
ET4.2,10/28/98,0.5,S ,WTEMP,15.5,DEG C,38.59642,-76.12821
ET4.2,10/30/90,0.5,AP,PH,7.9,SU,38.59642,-76.12821
ET4.2,10/30/90,0.5,AP,SALINITY,5.29,PPT,38.59642,-76.12821
ET4.2,10/30/90,0.5,AP,WTEMP,12.6,DEG C,38.59642,-76.12821
ET4.2,10/30/90,0.5,S ,PH,7.9,SU,38.59642,-76.12821
ET4.2,10/30/90,0.5,S ,SALINITY,5.29,PPT,38.59642,-76.12821
ET4.2,10/30/90,0.5,S ,WTEMP,12.6,DEG C,38.59642,-76.12821
ET4.2,10/30/97,0.5,S ,PH,7.9,SU,38.59642,-76.12821
ET4.2,10/30/97,0.5,S ,SALINITY,13.13,PPT,38.59642,-76.12821
ET4.2,10/30/97,0.5,S ,WTEMP,11.9,DEG C,38.59642,-76.12821
ET4.2,10/4/95,0.5,S ,PH,7.9,SU,38.59642,-76.12821
ET4.2,10/4/95,0.5,S ,SALINITY,15.61,PPT,38.59642,-76.12821
ET4.2,10/4/95,0.5,S ,WTEMP,20.8,DEG C,38.59642,-76.12821
ET4.2,10/5/88,0.5,S ,PH,7.5,SU,38.59642,-76.12821
ET4.2,10/5/88,0.5,S ,SALINITY,13.13,PPT,38.59642,-76.12821
ET4.2,10/5/88,0.5,S ,WTEMP,19.9,DEG C,38.59642,-76.12821
ET4.2,10/6/87,0.5,S ,PH,7.9,SU,38.59642,-76.12821
ET4.2,10/6/87,0.5,S ,SALINITY,10.24,PPT,38.59642,-76.12821
ET4.2,10/6/87,0.5,S ,WTEMP,15.8,DEG C,38.59642,-76.12821
ET4.2,10/6/92,0.5,S ,PH,8.3,SU,38.59642,-76.12821
ET4.2,10/6/92,0.5,S ,SALINITY,11.54,PPT,38.59642,-76.12821
ET4.2,10/6/92,0.5,S ,WTEMP,17,DEG C,38.59642,-76.12821
ET4.2,10/7/03,0.5,S ,PH,8.3,SU,38.59642,-76.12821
ET4.2,10/7/03,0.5,S ,SALINITY,8.5,PPT,38.59642,-76.12821
ET4.2,10/7/03,0.5,S ,WTEMP,17.2,DEG C,38.59642,-76.12821
ET4.2,10/7/86,0.5,S ,PH,7.8,SU,38.59642,-76.12821
ET4.2,10/7/86,0.5,S ,SALINITY,13.26,PPT,38.59642,-76.12821
ET4.2,10/7/86,0.5,S ,WTEMP,19.6,DEG C,38.59642,-76.12821
ET4.2,10/7/99,0.5,S ,PH,8.2,SU,38.59642,-76.12821
